# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Aug 18 22:43:49 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and tran_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN tran_flag:      Detected by Transits
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Semi-Major Axis to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Semi-Major Axis to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN rowupdate:      Date of Last Update
#
pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rowupdate
Kepler-1461 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,29.34947750,0.00018320,-0.00018320,0,,,,,2.030,0.090,-0.160,0,,,,,,,,,,,,,,,,,,,,,0.02487,0.00052,-0.00145,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4919.00,49.81,-58.16,0,0.74,0.03,-0.04,0,0.79,0.04,-0.05,0,-0.040,0.174,-0.174,0,,,,,4.60,0.02,-0.04,0,3.240,6.560,-1.660,0,,,,,,,,,2016-05-06
Kepler-1462 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,65.64883410,0.00066210,-0.00066210,0,,,,,3.820,0.820,-0.390,0,,,,,,,,,,,,,,,,,,,,,0.03529,0.00200,-0.00048,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5756.00,144.59,-206.50,0,1.00,0.21,-0.10,0,1.00,0.07,-0.07,0,0.060,0.146,-0.142,0,,,,,4.45,0.07,-0.16,0,4.070,3.600,-2.340,0,,,,,,,,,2016-05-06
Kepler-1463 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,25.15864000,0.00051230,-0.00051230,0,,,,,1.860,0.330,-0.190,0,,,,,,,,,,,,,,,,,,,,,0.01789,0.00097,-0.00102,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5679.00,93.91,-125.80,0,0.95,0.16,-0.08,0,0.96,0.05,-0.06,0,0.000,0.147,-0.191,0,,,,,4.47,0.06,-0.14,0,4.790,4.150,-2.990,0,,,,,,,,,2016-05-06
Kepler-1464 b,1,1,2,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,31.77859010,0.00027340,-0.00027340,0,,,,,1.660,0.290,-0.160,0,,,,,,,,,,,,,,,,,,,,,0.01507,0.00063,-0.00035,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5828.00,112.18,-169.63,0,1.01,0.17,-0.09,0,1.02,0.06,-0.06,0,0.030,0.147,-0.162,0,,,,,4.44,0.07,-0.13,0,3.890,2.850,-2.220,0,,,,,,,,,2016-05-06
Kepler-1464 c,1,1,2,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.32786292,0.00005389,-0.00005389,0,,,,,1.000,0.220,-0.110,0,,,,,,,,,,,,,,,,,,,,,0.00875,0.00042,-0.00036,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5828.00,112.18,-169.63,0,1.01,0.17,-0.09,0,1.02,0.06,-0.06,0,0.030,0.147,-0.162,0,,,,,4.44,0.07,-0.13,0,3.890,2.850,-2.220,0,,,,,,,,,2016-05-06
Kepler-1465 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,31.82771110,0.00012190,-0.00012190,0,,,,,1.770,0.350,-0.190,0,,,,,,,,,,,,,,,,,,,,,0.02320,0.00449,-0.00211,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4726.00,60.73,-75.37,0,0.71,0.03,-0.04,0,0.75,0.04,-0.05,0,-0.060,0.174,-0.175,0,,,,,4.62,0.02,-0.03,0,3.720,6.100,-2.060,0,,,,,,,,,2016-05-06
Kepler-1466 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,31.17504480,0.00021570,-0.00021570,0,,,,,1.550,0.270,-0.170,0,,,,,,,,,,,,,,,,,,,,,0.01369,0.00062,-0.00049,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5884.00,144.58,-128.07,0,1.02,0.17,-0.10,0,1.01,0.07,-0.07,0,-0.070,0.149,-0.196,0,,,,,4.43,0.07,-0.14,0,3.890,2.760,-2.180,0,,,,,,,,,2016-05-06
Kepler-1467 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,47.05690430,0.00018350,-0.00018350,0,,,,,3.300,0.310,-0.250,0,,,,,,,,,,,,,,,,,,,,,0.03671,0.00122,-0.00070,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5332.00,179.19,-173.73,0,0.82,0.07,-0.06,0,0.86,0.06,-0.06,0,-0.070,0.159,-0.187,0,,,,,4.55,0.04,-0.07,0,4.370,6.250,-2.680,0,,,,,,,,,2016-05-06
Kepler-1468 b,1,1,3,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.23984869,0.00003988,-0.00003988,0,,,,,1.730,0.410,-0.190,0,,,,,,,,,,,,,,,,,,,,,0.01487,0.00051,-0.00028,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5893.00,162.90,-197.95,0,1.05,0.18,-0.11,0,1.04,0.08,-0.07,0,0.030,0.140,-0.164,0,,,,,4.42,0.07,-0.13,0,3.550,2.630,-1.860,0,,,,,,,,,2016-05-06
Kepler-1468 c,1,1,3,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.54553021,0.00002273,-0.00002273,0,,,,,1.150,0.250,-0.130,0,,,,,,,,,,,,,,,,,,,,,0.01003,0.00038,-0.00049,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5893.00,162.90,-197.95,0,1.05,0.18,-0.11,0,1.04,0.08,-0.07,0,0.030,0.140,-0.164,0,,,,,4.42,0.07,-0.13,0,3.550,2.630,-1.860,0,,,,,,,,,2016-05-06
Kepler-1468 d,1,1,3,Transit,1,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,19.59059906,,,0,,,,,3.332,,,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5794.00,78.00,-78.00,0,1.50,0.24,-0.30,0,1.07,0.11,-0.08,0,0.140,0.150,-0.150,0,,,,,4.12,0.18,-0.10,0,,,,0,,,,,,,,,2021-12-05
Kepler-1469 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,21.86353010,0.00012190,-0.00012190,0,,,,,2.800,0.370,-0.260,0,,,,,,,,,,,,,,,,,,,,,0.02881,0.00060,-0.00168,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5507.00,128.40,-170.81,0,0.89,0.12,-0.06,0,0.92,0.05,-0.05,0,0.020,0.140,-0.171,0,,,,,4.51,0.05,-0.11,0,4.470,5.700,-2.750,0,,,,,,,,,2016-05-06
Kepler-147 b,1,1,2,Transit,1,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.61058400,0.00022800,-0.00022800,0,0.113000,,,0,1.530,0.310,-0.310,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6012.00,100.00,-100.00,0,1.47,0.29,-0.29,0,,,,,,,,,,,,,4.18,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-147 c,1,1,2,Transit,1,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,33.41642300,0.00041600,-0.00041600,0,0.216000,,,0,2.430,0.490,-0.490,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6012.00,100.00,-100.00,0,1.47,0.29,-0.29,0,,,,,,,,,,,,,4.18,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-1470 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.29509030,0.00019160,-0.00019160,0,,,,,1.070,0.090,-0.080,0,,,,,,,,,,,,,,,,,,,,,0.01339,0.00100,-0.00070,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4961.00,84.41,-94.64,0,0.76,0.03,-0.04,0,0.80,0.04,-0.04,0,-0.010,0.144,-0.160,0,,,,,4.59,0.02,-0.04,0,4.570,6.100,-2.760,0,,,,,,,,,2016-05-06
Kepler-1471 b,1,1,2,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.63899398,0.00002002,-0.00002002,0,,,,,1.410,0.200,-0.140,0,,,,,,,,,,,,,,,,,,,,,0.01422,0.00042,-0.00081,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5660.00,86.53,-104.98,0,0.93,0.14,-0.07,0,0.95,0.05,-0.06,0,-0.030,0.143,-0.188,0,,,,,4.48,0.06,-0.12,0,4.570,4.720,-2.770,0,,,,,,,,,2016-05-06
Kepler-1471 c,1,1,2,Transit,1,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,11.60448810,0.00011300,-0.00011300,0,0.098100,,,0,1.880,0.280,-0.340,0,,,,,0.000000,,,0,118.50,47.61,-43.33,0,841,,,0,26.220000,2.200000,-2.200000,0,0.01475,0.00087,-0.00061,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5533.00,83.00,-74.00,0,1.17,0.17,-0.21,0,0.93,0.06,-0.04,0,0.160,0.150,-0.150,0,,,,,4.28,0.17,-0.11,0,,,,0,,,,,,,,,2017-05-08
Kepler-1472 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,38.13128310,0.00057550,-0.00057550,0,,,,,1.900,0.760,-0.360,0,,,,,,,,,,,,,,,,,,,,,0.01425,0.00002,-0.00171,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6159.00,92.70,-114.64,0,1.25,0.50,-0.18,0,1.16,0.16,-0.09,0,0.030,0.129,-0.147,0,,,,,4.31,0.11,-0.23,0,3.090,1.010,-1.320,0,,,,,,,,,2016-05-06
Kepler-1473 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.42735510,0.00008414,-0.00008414,0,,,,,1.190,0.090,-0.080,0,,,,,,,,,,,,,,,,,,,,,0.01012,0.00035,-0.00042,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6046.00,77.17,-64.08,0,1.09,0.08,-0.06,0,1.09,0.04,-0.04,0,-0.010,0.092,-0.097,0,,,,,4.40,0.04,-0.06,0,2.630,1.470,-1.060,0,,,,,,,,,2016-05-06
Kepler-1474 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,36.43334520,0.00032180,-0.00032180,0,,,,,2.160,0.440,-0.230,0,,,,,,,,,,,,,,,,,,,,,0.01945,0.00105,-0.00069,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5870.00,115.73,-173.32,0,1.04,0.20,-0.11,0,1.04,0.07,-0.07,0,0.040,0.147,-0.164,0,,,,,4.42,0.07,-0.14,0,3.800,2.640,-2.080,0,,,,,,,,,2016-05-06
Kepler-1475 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,82.17737400,0.00115000,-0.00115000,0,,,,,2.920,0.990,-0.460,0,,,,,,,,,,,,,,,,,,,,,0.02116,0.00079,-0.00084,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6214.00,192.71,-203.22,0,1.28,0.43,-0.19,0,1.18,0.15,-0.11,0,0.030,0.129,-0.163,0,,,,,4.29,0.11,-0.20,0,2.820,1.220,-1.060,0,,,,,,,,,2016-05-06
Kepler-1476 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.35863224,0.00005885,-0.00005885,0,,,,,1.670,0.370,-0.130,0,,,,,,,,,,,,,,,,,,,,,0.01614,0.00097,-0.00056,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5663.00,68.09,-77.19,0,0.96,0.20,-0.07,0,0.98,0.04,-0.05,0,0.060,0.138,-0.155,0,,,,,4.47,0.06,-0.17,0,4.570,4.700,-2.810,0,,,,,,,,,2016-05-06
Kepler-1477 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.55530021,0.00008098,-0.00008098,0,,,,,1.180,0.090,-0.090,0,,,,,,,,,,,,,,,,,,,,,0.01436,0.00086,-0.00069,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5100.00,78.06,-73.51,0,0.78,0.04,-0.04,0,0.81,0.04,-0.04,0,-0.060,0.158,-0.166,0,,,,,4.58,0.03,-0.05,0,4.680,5.770,-2.780,0,,,,,,,,,2016-05-06
Kepler-1478 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,26.08405940,0.00051210,-0.00051210,0,,,,,1.730,0.470,-0.190,0,,,,,,,,,,,,,,,,,,,,,0.01539,0.00100,-0.00054,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5904.00,102.51,-137.72,0,1.06,0.28,-0.11,0,1.04,0.07,-0.07,0,0.030,0.136,-0.178,0,,,,,4.41,0.08,-0.18,0,3.980,2.420,-2.200,0,,,,,,,,,2016-05-06
Kepler-1479 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.53261362,0.00004429,-0.00004429,0,,,,,1.830,0.300,-0.160,0,,,,,,,,,,,,,,,,,,,,,0.01704,0.00053,-0.00052,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5796.00,74.44,-79.45,0,0.98,0.16,-0.08,0,0.99,0.05,-0.06,0,-0.020,0.143,-0.187,0,,,,,4.45,0.06,-0.13,0,4.270,3.130,-2.480,0,,,,,,,,,2016-05-06
Kepler-148 b,1,1,3,Transit,1,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.72936600,0.00000400,-0.00000400,0,0.028000,,,0,1.800,0.870,-0.870,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5272.00,200.00,-200.00,0,0.85,0.41,-0.41,0,,,,,,,,,,,,,4.55,0.30,-0.30,0,,,,,,,,,,,,,2014-05-14
Kepler-148 c,1,1,3,Transit,1,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.18004300,0.00000400,-0.00000400,0,0.050000,,,0,3.600,1.760,-1.760,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5272.00,200.00,-200.00,0,0.85,0.41,-0.41,0,,,,,,,,,,,,,4.55,0.30,-0.30,0,,,,,,,,,,,,,2014-05-14
Kepler-148 d,1,1,3,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,51.84688575,0.00002570,-0.00002570,0,,,,,8.680,0.520,-0.420,0,,,,,,,,,,,,,,,,,,,,,0.09785,0.00078,-0.00130,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5172.00,52.20,-66.13,0,0.81,0.05,-0.04,0,0.86,0.04,-0.04,0,0.070,0.170,-0.176,0,,,,,4.56,0.03,-0.06,0,4.680,5.960,-2.880,0,,,,,,,,,2016-05-06
Kepler-1480 b,1,2,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,22.12679948,0.00009372,-0.00009372,0,,,,,1.670,0.110,-0.080,0,,,,,,,,,,,,,,,,,,,,,0.01881,0.00074,-0.00055,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5156.00,61.41,-70.65,0,0.81,0.04,-0.03,0,0.85,0.04,-0.04,0,0.070,0.146,-0.155,0,,,,,4.56,0.03,-0.06,0,4.790,6.200,-2.910,0,,,,,,,,,2016-05-06
